update_idx,actor_loss,critic_loss,entropy,total_loss
121,0.19983386901464867,0.281831693649292,12.48022747039795,0.21659266517517414
122,0.17021574620355634,0.9434498067073366,12.591463088989258,0.5165857636231057
123,0.16768267740436058,1.1176501707510744,12.707256317138672,0.6000217388284967
124,0.2262554407436797,0.6501435012576428,12.81593132019043,0.42370037531599086
125,0.24081108230859674,0.45321455509104625,12.939779281616211,0.3386590133005
126,0.22323376111527707,0.6784005810922765,13.009623527526855,0.43262781066463346
127,0.2474045549301391,0.38150265118543136,13.07650375366211,0.30773645763067486
128,0.25465688943228826,0.28897346415101216,13.159104347229004,0.2679787220155939
129,0.2682499447401534,0.24779020904543553,13.259695053100586,0.26006591681470265
130,0.2158471980310501,0.4963300094325492,13.378751754760742,0.33083148744512114
131,0.2282642737823598,0.3439134800687749,13.520821571350098,0.26573996385361287
132,0.19439384577439187,0.5998334827099708,13.686264991760254,0.35828473827940355
133,0.19716554880142212,0.665516497511813,13.871023178100586,0.39215327342774003
134,0.21020191044725003,0.7566349912514078,14.068002700805664,0.44880881125622607
135,0.1874084061863733,1.2633706856598246,14.096963882446289,0.6781288217673911
136,0.20222492318679677,0.7319681357830129,14.115510940551758,0.42713810262527874
137,0.1755818737393364,1.1116084348648152,14.145906448364258,0.5900169441040526
138,0.13426084250330608,1.1551129000618103,14.147313117980957,0.5703563315754241
139,0.2602242553487737,0.5987702596060773,14.194666862487793,0.4178356556816304
140,0.25254948310395503,0.6029215244219658,14.231690406799316,0.4118747056798732
141,0.1965848854881652,0.7488934125037904,14.272275924682617,0.42851748675742046
142,0.29646076036894575,0.5683440704294975,14.31090259552002,0.4376625930058195
143,0.23788011945942614,0.6072097961889936,14.34284782409668,0.39822211671382823
144,0.20545792655741915,0.7218638669778692,14.383151054382324,0.422767222466621
145,0.2472087304959906,0.5296976058565556,14.43388843536377,0.36798149775317374
146,0.2453870896012225,0.6061621098759327,14.49761962890625,0.40382192930642596
147,0.2110644040272591,0.7474228447422068,14.577295303344727,0.439415080369787
148,0.24378337061151545,0.7420946515621023,14.676356315612793,0.4685790408481943
149,0.25033196621435755,0.5991695735048741,14.723310470581055,0.4028114360697726
150,0.26769809619860446,0.4967901280585756,14.751225471496582,0.36868044448659776
151,0.21064000964323257,0.5224109228621138,14.764771461486816,0.32423419958733496
152,0.20185597200501473,0.5100009581510057,14.76722526550293,0.3091492386415918
153,0.1517918959002387,0.5195298016071319,14.782822608947754,0.2637876087046684
154,0.26848152818831994,0.6884589640066979,14.818723678588867,0.46464541779553636
155,0.2098684716573421,0.40739764715445803,14.847493171691895,0.2652417132829098
156,0.2063448055627498,0.7983185103282016,14.883878707885742,0.4568538652138507
157,0.2259926989516045,0.5017246668960186,14.929840087890625,0.32779487384126543
158,0.20217681109429675,0.8395814009169315,14.988972663879395,0.4723643463659794
159,0.20026460370405558,0.7254311388477366,15.018808364868164,0.4128750557912157
160,0.21743432812471974,0.7350256600912581,15.074191093444824,0.434453883767128
161,0.13895194238804756,0.6221595886222859,15.094284057617188,0.2991340625634853
162,0.08359479066479872,0.6949917844318328,15.075943946838379,0.2801875813210264
163,0.2022975007270245,0.6583048826836525,15.120701789855957,0.3804813872309441
164,0.2611776388289922,0.6256445231906911,15.161334037780762,0.42238812332457687
165,0.18883997671543917,0.6321604737576018,15.175171852111816,0.35323393230742595
166,0.25005847294913963,0.4729850539184631,15.216633796691895,0.33455470657729086
167,0.2258362300376943,0.7344286123488811,15.256733894348145,0.4406909912824631
168,0.25139726625478015,0.3830743436959196,15.307353019714355,0.2901231534937595
169,0.27854148701150366,0.32424846824179304,15.3705472946167,0.2872863734656192
170,0.279454518426606,0.42648194825395624,15.445414543151855,0.3386243222241706
171,0.19766607823722224,0.5245696595374574,15.497098922729492,0.3052144276176361
172,0.18176847922397738,0.463842310867411,15.538679122924805,0.25842322640596554
173,0.21624590296377527,0.8962106141955295,15.577360153198242,0.5087204922703986
174,0.2442553549687913,0.6389416683227458,15.60925579071045,0.4077987966068248
175,0.20443042552376048,0.4336706872950209,15.620285987854004,0.26506636849743254
176,0.1683104447044551,0.4265490264334577,15.64356803894043,0.2250693841024916
177,0.25608240874048244,0.3935685161263385,15.68148422241211,0.29620559250420714
178,0.07088159238498538,0.38099647462368014,15.636540412902832,0.10469719615388424
179,0.24310155111424467,0.503422118596574,15.695879936218262,0.33797131773639233
180,0.20108279931418438,0.43865538805406146,15.718999862670898,0.2633441492281062
181,0.23312632062650743,0.5050347997153058,15.749248504638672,0.3283088945327921
182,0.07395502680298337,0.5679559731737096,15.819210052490234,0.2000541937953614
183,0.35828429307550824,1.1298499692627724,15.857285499572754,0.7646684547688098
184,0.17599947891653853,1.267531219188203,15.86128044128418,0.6511731457520038
185,0.17848040415568556,1.0011506902093583,15.866325378417969,0.5204186757194235
186,0.21942868779631372,0.5716775665891931,15.87273120880127,0.3465733225675339
187,0.2275125390988715,0.66065160394349,15.880826950073242,0.39907201899492994
188,0.22072494182180852,0.6110955262754826,15.891072273254395,0.3674150788403572
189,0.22544809370598895,0.7109108086279098,15.904025077819824,0.4219303974128784
190,0.280034934586667,0.564316346036627,15.920405387878418,0.4030739716075836
191,0.23691398173253586,0.6051117526089892,15.941109657287598,0.3801661012020517
192,0.2407752297660138,0.5794768116417083,15.967267990112305,0.3709765615615439
193,0.2682243994575866,0.4530710795141281,16.00029754638672,0.33492815982788166
194,0.25412069454472114,0.5057500541844266,16.04195213317871,0.3467920520838271
195,0.25565494549401263,0.4336914730832932,16.094388961791992,0.311828424734004
196,0.25888654003117945,0.3972322483963155,16.160213470458984,0.29624134590651124
197,0.2606318323536122,0.514984565450156,16.24248504638672,0.35612486087261364
198,0.2448643167919301,0.355996563063657,16.344640731811523,0.25994396923070257
199,0.26691174269356627,0.28390308347471216,16.470563888549805,0.244807294486685
