episode,reward
255,206.89833154753384
256,206.78632052875824
257,206.0697469947381
258,207.28035922986163
259,206.68847783610875
260,206.8525565769965
261,207.03868487251071
262,206.7864261587757
263,211.41431935179946
264,210.0495579515294
265,210.4494820543715
266,210.21249512598507
267,207.50886060613854
268,206.8264037697687
269,206.63967259066578
270,206.66666648785744
271,206.28930814034268
272,206.15384500944177
273,206.06059533177486
274,206.2111797666005
275,206.7114085019082
276,205.8650997425153
277,206.55737243578562
278,207.32600485837958
279,206.6889620305351
280,206.77953851152745
281,207.46268173919248
282,206.8728361046648
283,206.68894493592296
284,206.43086183719402
285,206.38976809662847
286,206.47246676815067
287,207.8431279923446
288,207.40736653054662
289,207.16844508421917
290,206.6666277567591
291,207.16833720577256
292,206.41009658636656
293,206.8027113967247
294,207.11723365996255
295,206.92024481523865
296,206.31819624259958
297,214.84435016066652
298,209.0982573018403
299,208.91198214911046
300,217.7083774279832
301,213.57930796421826
302,213.16868513250617
303,208.11433010838215
304,206.33822558383295
305,209.2946521172689
306,206.42489143662198
307,206.5607515651725
308,209.52853354307663
309,206.82690538274076
310,206.77835839320485
311,206.57853239492823
312,206.71116601233177
313,206.23039426863485
314,207.51862610000853
315,207.40589414084826
316,210.47389043292065
317,207.24606692705058
318,207.37952341145254
319,207.31268597400677
320,207.59736058666596
321,206.6005704444672
322,206.6001779836441
323,206.7295147849299
324,210.05176898547467
325,210.91260709675868
326,210.3835575685564
327,213.15180572754716
328,217.16276212486707
329,214.77333336180754
330,210.13186661311445
331,210.1809521739278
332,209.80402283427273
333,210.83693775209844
334,209.53439112633524
335,209.73336288803844
336,217.82020717314884
337,214.9373598556847
338,216.89563553602625
339,212.0827816660461
340,213.9186900845617
341,217.56005946651413
342,214.21000402471742
343,213.6458447019828
344,213.54675897814704
345,212.8155032945014
346,214.28034795437773
347,212.17075331163988
348,210.38060917598906
349,210.79126711042133
350,208.8417945019183
351,213.46801046394322
352,209.90098333984696
353,212.49999839067866
354,215.15145623232723
355,212.6182890913128
356,213.46801046394225
357,213.60542075496426
358,215.6247900724433
359,215.50305201226658
360,212.6982026456871
361,212.90235344479436
362,212.18628680150738
363,214.133589044396
364,214.92531146140487
365,211.52737147770617
366,219.03154270339516
367,220.46317140928744
368,223.3285734537133
369,228.6311541599325
370,219.08560621684984
371,221.19330199604693
372,220.1999811770157
373,221.77052122819674
374,221.18276147124334
375,215.82265307790325
376,217.92050536901093
377,216.44653931448593
378,220.2688186766345
379,219.73586728322053
380,221.5022230139998
381,213.79310344827968
382,213.74569001919173
383,213.7457037878648
384,213.33333333333633
385,214.76014760147834
386,213.28903654485444
387,214.7058818165017
388,213.3333333333363
389,213.11475409836368
390,216.44736827800435
391,218.38235286965227
392,216.5562901747956
393,217.42160278745806
394,216.94915239932442
395,217.0648463090956
396,221.97801314461498
397,217.66784445144424
398,221.2765942784077
399,225.42372334185217
400,223.1788079112578
401,217.8571358476386
402,223.64863298454858
403,221.0526312213199
404,225.17971540642318
405,225.33673515718525
406,235.76497977484067
407,230.45309628725838
408,224.13775545708017
409,225.99385040634812
410,228.166865331102
411,230.19080354419444
412,226.3075437461381
413,227.0495010835553
414,235.0848951799653
415,231.22909818959167
416,237.27108479666686
417,223.89318314953894
418,229.4799831449105
419,227.3484516460747
420,229.27777083735717
421,233.5082995618659
422,229.16368506112997
423,231.85738800345473
424,225.7784156801236
425,227.11586431577928
426,235.27246795468832
427,228.7965188528789
428,234.06036967271513
429,219.67213114754296
430,218.75000000000102
431,221.12676056338185
432,224.47552447552485
433,226.6159695817479
434,221.3523131672601
435,220.76124567474125
436,223.56902349749856
437,220.76124567474096
438,221.80685347526716
439,223.80952370223602
440,221.80685347526708
441,224.13793103448324
442,226.81992330012062
443,231.3725384338203
444,221.02102094949683
445,225.6410217071181
446,227.3037539801088
447,230.07358050417898
448,224.92203186988095
449,227.68164970590027
450,221.3412280597351
451,226.49707378716778
452,228.94717057671045
453,223.1831435698268
454,225.44493502255847
455,226.30597489538917
456,231.54109394992898
457,227.4857219631969
458,226.77094843301686
459,223.10229907303423
460,228.95001557913798
461,225.1798560435816
462,219.97561862669667
463,221.71265718188172
464,232.44446287577193
465,224.647887323944
466,220.54794449022424
467,220.40816326530694
468,221.60493827160604
469,226.5151515151514
470,222.30483271375599
471,223.64864632406716
472,219.16932907348334
473,222.65372168284873
474,224.53983184611178
475,220.61855670103145
476,234.78260855259782
477,231.5945746939925
478,228.48494612472635
479,232.25933445899162
480,232.99778369594802
481,231.9202146707991
482,228.9057109648561
483,230.33668152073562
484,223.34581373969024
485,226.90938892643362
486,225.87964895259856
487,234.4462385209003
488,227.85867169202365
489,230.65133420123723
490,230.4182461583543
491,229.80132393110569
492,213.84751692088813
493,229.52406859724096
494,231.93101313728482
495,233.61164995997245
496,229.3040055217751
497,231.57847681955153
498,228.65446179902528
499,229.06680952868155
500,229.53645563279713
501,230.83700440528423
502,226.40264026402622
503,223.72881355932165
504,226.7062313824799
505,226.8456370116877
506,229.0909090909082
507,228.12479867339056
508,224.69135795316615
509,224.8447204253691
510,227.7777722345441
511,231.1417312724147
512,229.6052563987261
513,234.6146615275933
514,231.94047834897037
515,230.2278422980576
516,228.45281750640262
517,236.28698398143723
518,229.2935795264614
519,242.86411075702878
520,233.19824366061584
521,238.8660687646635
522,229.70291245072096
523,228.88086642599097
524,226.5780730896999
525,228.98550717484915
526,231.91483721910353
527,230.1886792452805
528,227.71141313896516
529,228.06561582632062
530,234.54172079042698
531,233.49785817814694
532,230.75212587964228
533,231.3759009055828
534,232.77544879705985
535,230.28986573110646
536,229.50373673197285
537,206.12606784790708
538,233.08203388382134
539,235.7046654709719
540,228.12499946355803
541,235.1562370896303
542,227.397260273971
543,227.39726027397194
544,225.55910543131
545,231.00775147306572
546,234.5168863588734
547,232.7059638662272
548,232.128514056222
549,221.4605471469294
550,213.6225520256308
551,211.2136379463038
552,222.55639097744353
553,224.2214532871967
554,221.21212121212238
555,223.0263157894745
556,219.41747572815657
557,223.56902356902415
558,223.25581395348902
559,219.88636363636513
560,225.4545454545456
561,226.21722846441943
562,223.80952380952436
563,222.65372168284875
564,226.11940298507352
565,219.83002832861342
566,223.25581395348905
567,226.41509433962258
568,226.41509433962185
569,221.14803625377766
570,228.3687943262392
571,224.73498233215477
572,228.0701754385959
573,228.77697841726493
574,224.30555555555594
575,234.33476394849424
576,224.22145328719722
577,228.57142857142784
578,223.32361516035056
579,232.25806451612698
580,225.7234726688104
581,228.5714285714266
582,231.034482758619
583,227.58620689655055
584,228.1690140845055
585,227.1903323262831
586,230.82191780821762
587,227.69230769230697
588,228.3687943262398
589,224.53987730061283
590,233.33333333332993
591,230.20134228187771
592,231.9148936170183
593,231.24999999999747
594,229.31596091205094
595,228.3018867924519
596,229.8013245033098
597,228.8461538461525
598,230.61224489795686
599,231.14186847634528
